code,ai_can_execute,ai_commands,ai_packages_needed,ai_logs_output,risk,remark
Wistron-System RAS-00809-V002,PARTIAL,"-- Fatal Error - SWB: inject the DDR PMIC Fatal Error - SWB via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_Fatal_Error_-_SWB; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC Fatal Error - SWB dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00810-V002,PARTIAL,"-- Fatal Error - SWC: inject the DDR PMIC Fatal Error - SWC via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_Fatal_Error_-_SWC; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC Fatal Error - SWC dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00811-V002,PARTIAL,"-- Fatal Error - SWD: inject the DDR PMIC Fatal Error - SWD via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_Fatal_Error_-_SWD; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC Fatal Error - SWD dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00812-V002,PARTIAL,"-- Fatal Error - VIN Bulk Input Only: inject the DDR PMIC Fatal Error - VIN Bulk Input Only via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_Fatal_Error_-_VIN_Bulk_Input_Only; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC Fatal Error - VIN Bulk Input Only dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00813-V002,PARTIAL,"-- Fatal Error - Critical Temp Shutdown: inject the DDR PMIC Fatal Error - Critical Temp Shutdown via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_Fatal_Error_-_Critical_Temp_Shutdown; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC Fatal Error - Critical Temp Shutdown dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00814-V002,PARTIAL,"-- VIN_Mgmt Input Only: inject the DDR PMIC VIN_Mgmt Input Only via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_VIN_Mgmt_Input_Only; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC VIN_Mgmt Input Only dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00815-V002,PARTIAL,"-- VIN Mgmt to Bulk Switchover: inject the DDR PMIC VIN Mgmt to Bulk Switchover via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_VIN_Mgmt_to_Bulk_Switchover; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC VIN Mgmt to Bulk Switchover dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00816-V002,PARTIAL,"-- High Temperature Warning Threshold: inject the DDR PMIC High Temperature Warning Threshold via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_High_Temperature_Warning_Threshold; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC High Temperature Warning Threshold dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00817-V002,PARTIAL,"-- Vout_1.8V LDO PowerGood: inject the DDR PMIC Vout_1.8V LDO PowerGood via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_Vout_1.8V_LDO_PowerGood; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC Vout_1.8V LDO PowerGood dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00818-V002,PARTIAL,"-- High Current Consumption Warning: inject the DDR PMIC High Current Consumption Warning via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_High_Current_Consumption_Warning; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC High Current Consumption Warning dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00819-V002,PARTIAL,"-- Current Limiter Warning: inject the DDR PMIC Current Limiter Warning via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""PMIC|power.good|critical|over.current|over.voltage|switchover|temperature|current.limit""; echo __DDR_PMIC_Current_Limiter_Warning; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DDR PMIC Current Limiter Warning dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00765-V003,PARTIAL,"-- DRAM Correctable Explicit Address Based ECC error (AMD RAS): inject via the AMD RAS Error Injection Tool after HDT/unlock + BIOS DDR RAS knobs, then verify with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -180 | grep -iE ""corrected|address.error|ecc""; echo __DRAM_Correctable_Explicit_Address_Based_ECC_error; ipmitool sel elist 2>&1 | tail -40 2>&1"". Agent stages/verifies the injection evidence; the tool inject step itself is interactive/HW-level.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware",return the AMD RAS tool injection result + DRAM Correctable Explicit Address Based ECC error dmesg/mce + BMC SEL so the user confirms the correct handler fired per the AMD RAS spec.,RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00767-V003,PARTIAL,"-- DRAM Correctable Explicit Userspace ECC error (AMD RAS): inject via the AMD RAS Error Injection Tool after HDT/unlock + BIOS DDR RAS knobs, then verify with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -180 | grep -iE ""corrected|userspace|ecc""; echo __DRAM_Correctable_Explicit_Userspace_ECC_error; ipmitool sel elist 2>&1 | tail -40 2>&1"". Agent stages/verifies the injection evidence; the tool inject step itself is interactive/HW-level.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware",return the AMD RAS tool injection result + DRAM Correctable Explicit Userspace ECC error dmesg/mce + BMC SEL so the user confirms the correct handler fired per the AMD RAS spec.,RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00769-V003,PARTIAL,"-- Memory slot 1~N: inject the DRAM implicit one-shot error on Memory slot 1~N via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""corrected|uncorrected|mce|EDAC|umc|address.error|parity""; echo __DRAM_implicit_one-shot_error_on_Memory_slot_1~N; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DRAM implicit one-shot error on Memory slot 1~N dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00770-V003,PARTIAL,"-- Memory slot 1~N: inject the DRAM implicit persistent error on Memory slot 1~N via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""corrected|uncorrected|mce|EDAC|umc|address.error|parity""; echo __DRAM_implicit_persistent_error_on_Memory_slot_1~N; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DRAM implicit persistent error on Memory slot 1~N dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00772-V003,PARTIAL,"-- Memory slot 1~N: inject the DRAM parity correctable error on Memory slot 1~N via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""corrected|uncorrected|mce|EDAC|umc|address.error|parity""; echo __DRAM_parity_correctable_error_on_Memory_slot_1~N; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DRAM parity correctable error on Memory slot 1~N dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00774-V003,PARTIAL,"-- Memory slot 1~N: inject the DRAM parity error on Memory slot 1~N via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""corrected|uncorrected|mce|EDAC|umc|address.error|parity""; echo __DRAM_parity_error_on_Memory_slot_1~N; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DRAM parity error on Memory slot 1~N dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00773-V002,PARTIAL,"-- Memory slot 1~N: inject the DRAM parity uncorrectable error on Memory slot 1~N via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""corrected|uncorrected|mce|EDAC|umc|address.error|parity""; echo __DRAM_parity_uncorrectable_error_on_Memory_slot_1~N; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DRAM parity uncorrectable error on Memory slot 1~N dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00766-V002,PARTIAL,"-- DRAM Uncorrectable Explicit Address Based ECC error (AMD RAS): inject via the AMD RAS Error Injection Tool after HDT/unlock + BIOS DDR RAS knobs, then verify with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -180 | grep -iE ""uncorrected|address.error|ue""; echo __DRAM_Uncorrectable_Explicit_Address_Based_ECC_error; ipmitool sel elist 2>&1 | tail -40 2>&1"". Agent stages/verifies the injection evidence; the tool inject step itself is interactive/HW-level.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware",return the AMD RAS tool injection result + DRAM Uncorrectable Explicit Address Based ECC error dmesg/mce + BMC SEL so the user confirms the correct handler fired per the AMD RAS spec.,RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00768-V002,PARTIAL,"-- DRAM Uncorrectable Explicit Userspace ECC error (AMD RAS): inject via the AMD RAS Error Injection Tool after HDT/unlock + BIOS DDR RAS knobs, then verify with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -180 | grep -iE ""uncorrected|userspace|ue""; echo __DRAM_Uncorrectable_Explicit_Userspace_ECC_error; ipmitool sel elist 2>&1 | tail -40 2>&1"". Agent stages/verifies the injection evidence; the tool inject step itself is interactive/HW-level.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware",return the AMD RAS tool injection result + DRAM Uncorrectable Explicit Userspace ECC error dmesg/mce + BMC SEL so the user confirms the correct handler fired per the AMD RAS spec.,RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00771-V002,PARTIAL,"-- Memory slot 1~N: inject the DRAM uc implicit error on Memory slot 1~N via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""corrected|uncorrected|mce|EDAC|umc|address.error|parity""; echo __DRAM_uc_implicit_error_on_Memory_slot_1~N; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + DRAM uc implicit error on Memory slot 1~N dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00758-V003,PARTIAL,"-- GMI3 Correctable Error: inject the GMI3 GMI3 Correctable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""gmi|xgmi|link.error|corrected|uncorrected""; echo __GMI3_GMI3_Correctable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + GMI3 GMI3 Correctable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00759-V003,PARTIAL,"-- GMI3 Uncorrectable Error: inject the GMI3 GMI3 Uncorrectable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""gmi|xgmi|link.error|corrected|uncorrected""; echo __GMI3_GMI3_Uncorrectable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + GMI3 GMI3 Uncorrectable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
